ID,Name,Founded_Year,Country,Studio_Type,Replay_Rate,Years_Active,Maturity_Level
2286,Olivia Haines,2011,United Kingdom,Indie,0.484,14,Emerging
2287,Omega Force,1994,Sweden,Indie,0.422,31,Veteran
2288,Omiya Soft,1988,Japan,AAA,0.843,37,Veteran
2289,Omni Creative Group International,1997,United States,Indie,0.355,28,Established
2290,On Time Software,2019,Canada,Indie,0.453,6,Emerging
2291,One More Level,2015,Finland,Mobile,0.551,10,Emerging
2292,One True Game Studios,2002,Canada,Indie,0.705,23,Established
2293,Online Entertainment R&D,2008,United States,Indie,0.71,17,Established
2294,Oovee Game Studios,2011,United Kingdom,Indie,0.366,14,Emerging
2295,Opera House,1992,United States,Indie,0.614,33,Veteran
2296,Opus Corp.,2004,Sweden,Indie,0.776,21,Established
2297,Oracion,1988,Finland,Indie,0.665,37,Veteran
2298,Oracle and Bone,2015,United Kingdom,Indie,0.535,10,Emerging
2299,Orca,1978,United Kingdom,Indie,0.602,47,Veteran
2300,OrcaSFQera,2018,United States,Indie,0.362,7,Emerging
2301,Origin,1993,Sweden,Indie,0.477,32,Veteran
2302,Origin Systems,1978,Finland,Indie,0.72,47,Veteran
2303,Orion Games,2003,South Korea,Mobile,0.705,22,Established
2304,Orthogonal Games,2014,China,Mobile,0.551,11,Emerging
2305,Orube Game Studio,2018,United States,Indie,0.777,7,Emerging
2306,Oskar Stålberg,2019,Canada,Indie,0.67,6,Emerging
2307,Osmotic Studios,2016,Finland,Indie,0.401,9,Emerging
2308,Other Ocean Group,2005,United Kingdom,Indie,0.376,20,Established
2309,Other Ocean Interactive,2007,United States,Indie,0.72,18,Established
2310,Otomate,1972,United Kingdom,Legacy,0.724,53,Veteran
2311,Ouroboros Studio,1998,United States,Mid-tier,0.639,27,Established
2312,Out of the Blue Games,2016,South Korea,Mobile,0.789,9,Emerging
2313,OutSide Directors Company,1996,United States,Indie,0.643,29,Established
2314,Outerminds,2013,Canada,Indie,0.317,12,Emerging
2315,Outfit7,2008,Finland,Indie,0.565,17,Established
2316,Outfit7 Limited,2009,Finland,Indie,0.543,16,Established
2317,Outrage Games,1998,Finland,Mobile,0.742,27,Established
2318,Outright Games,2019,Japan,Mobile,0.565,6,Emerging
2319,Oven Games,2012,South Korea,Mobile,0.615,13,Emerging
2320,Over The Moon,2013,Sweden,Indie,0.741,12,Emerging
2321,Over the Top Games,2006,South Korea,Mobile,0.561,19,Established
2322,OverBorder Studio,2021,Sweden,Indie,0.492,4,Emerging
2323,Overhaul Games,2011,China,Mobile,0.644,14,Emerging
2324,Overkill Software,2009,United Kingdom,Indie,0.599,16,Established
2325,Overworks,1999,Finland,Indie,0.488,26,Established
2326,Ovosonico,2010,United Kingdom,Indie,0.53,15,Established
2327,Owlcat Games,2015,South Korea,Mobile,0.65,10,Emerging
2328,Owlchemy Labs,2013,United States,Indie,0.658,12,Emerging
2329,Oxford Softworks,2004,Sweden,Indie,0.725,21,Established
2330,Ozark Softscape,1982,Finland,Indie,0.827,43,Veteran
2331,OzzyOuzo,2016,Finland,Indie,0.576,9,Emerging
2332,P Studio,2016,Canada,Indie,0.764,9,Emerging
2333,P.A.S. Systems,1990,United Kingdom,Indie,0.469,35,Veteran
2334,P.Rex,2016,Canada,Indie,0.528,9,Emerging
2335,P.Z.Karen Co. Development Group,1989,United States,Indie,0.428,36,Veteran
2336,PETA,2004,Canada,Indie,0.234,21,Established
2337,PHL Collective,2018,United Kingdom,Indie,0.562,7,Emerging
2338,PIPE Studio,2001,United Kingdom,Indie,0.696,24,Established
2339,PONOS,2009,Finland,Indie,0.417,16,Established
2340,PUBG Corp,2016,United States,Indie,0.553,9,Emerging
2341,Pacific Coast Power & Light,1996,Finland,Indie,0.828,29,Established
2342,Page 44 Studios,2005,Sweden,Indie,0.513,20,Established
2343,Pai,2010,United Kingdom,Indie,0.304,15,Established
2344,Painted Black Games,2015,South Korea,Mobile,0.358,10,Emerging
2345,Painting by Numbers,1993,United States,AAA,0.712,32,Veteran
2346,Palace Software,1985,Sweden,Indie,0.46,40,Veteran
2347,Pallas,1989,Sweden,Indie,0.78,36,Veteran
2348,Palm Pioneer,2014,Canada,Indie,0.493,11,Emerging
2349,PalmSoft,2015,Germany,Mid-tier,0.669,10,Emerging
2350,Panache Digital Games,2018,China,Mobile,0.622,7,Emerging
2351,Pandemic Studios,1996,Finland,Indie,0.426,29,Established
2352,Pandora Box,1991,United States,Indie,0.446,34,Veteran
2353,Pangea Software,2011,United Kingdom,Mid-tier,0.706,14,Emerging
2354,Panic Button Games,2009,South Korea,Mobile,0.531,16,Established
2355,Pantumaca Barcelona,2013,Finland,Indie,0.451,12,Emerging
2356,Paon,2006,Finland,Indie,0.784,19,Established
2357,Papaya Studio,2007,Sweden,Indie,0.671,18,Established
2358,Paper Cult,2015,Finland,Indie,0.479,10,Emerging
2359,PaperSeven,2014,Canada,Indie,0.847,11,Emerging
2360,Papergames,2015,Finland,Mobile,0.673,10,Emerging
2361,Papyrus,1988,United Kingdom,Indie,0.679,37,Veteran
2362,Papyrus Design Group,2017,Sweden,Indie,0.498,8,Emerging
2363,Parabole,2013,United Kingdom,Indie,0.325,12,Emerging
2364,Paradigm Entertainment,1994,Sweden,Indie,0.702,31,Veteran
2365,Paradigm Simulation,2004,United Kingdom,AAA,0.884,21,Established
2366,Paradox Development Studio,2003,United States,Indie,0.789,22,Established
2367,Paradox Interactive,1997,United States,Indie,0.788,28,Established
2368,Paradox Tinto,1997,Canada,Indie,0.652,28,Established
2369,Paragon 5,2007,Canada,Indie,0.752,18,Established
2370,Parallax Software,1994,United States,Indie,0.692,31,Veteran
2371,Parallax Studio,2007,Canada,Indie,0.568,18,Established
2372,Parallel Circles,1997,United Kingdom,Mid-tier,0.725,28,Established
2373,Param,2017,Finland,Indie,0.665,8,Emerging
2374,Parizagames,2016,South Korea,Mobile,0.599,9,Emerging
2375,Park Place Productions,1987,Sweden,Indie,0.561,38,Veteran
2376,Parker Brothers,1980,Finland,Indie,0.454,45,Veteran
2377,Parsec Software,1985,United Kingdom,Indie,0.642,40,Veteran
2378,Particle Systems,2000,Sweden,Indie,0.519,25,Established
2379,Passtech Games,2015,South Korea,Mobile,0.587,10,Emerging
2380,Pastagames,2009,Japan,Mobile,0.738,16,Established
2381,Pathea Games,2011,Japan,Mobile,0.479,14,Emerging
2382,Patrick Lindsey,2011,United States,Mid-tier,0.73,14,Emerging
2383,Paul Cuisset,2017,Finland,Indie,0.592,8,Emerging
2384,Pax Softnica,1991,France,Mid-tier,0.64,34,Veteran
2385,Pax Softonica,2000,Canada,Indie,0.46,25,Established
2386,Pencil Test Studios,2010,Finland,Indie,0.766,15,Established
2387,Pendulo Studios,1995,Finland,Indie,0.482,30,Veteran
2388,People Can Fly,2001,Sweden,Indie,0.715,24,Established
2389,PerBlue Entertainment,2014,Sweden,Indie,0.763,11,Emerging
2390,Perfect Entertainment,1995,United States,Indie,0.682,30,Veteran
2391,Perfectly Paranormal,2012,Finland,Indie,0.416,13,Emerging
2392,PeroPeroGames,2017,Finland,Mobile,0.755,8,Emerging
2393,Perun Creative,2012,United States,Indie,0.816,13,Emerging
2394,Peter Bergman,1995,Canada,Indie,0.275,30,Veteran
2395,Petite Games,2012,United States,Mobile,0.317,13,Emerging
2396,Petroglyph Games,2004,Japan,Mobile,0.496,21,Established
2397,Pewter Games Studios,2012,United States,Mobile,0.572,13,Emerging
2398,Phantagram,1999,Canada,Indie,0.56,26,Established
2399,Phantom 8 Studio,2013,Sweden,Indie,0.47,12,Emerging
2400,Phantom Card,1992,United States,Indie,0.564,33,Veteran
2401,Phantomery Interactive,2007,United Kingdom,Indie,0.527,18,Established
2402,Phenomedia AG,1997,Finland,Indie,0.353,28,Established
2403,Phenomic Game Development,1999,Finland,Indie,0.536,26,Established
2404,Philips Interactive Media,1990,Finland,Indie,0.724,35,Veteran
2405,Philips Sidewalk Studio,1991,Sweden,Indie,0.63,34,Veteran
2406,Phobia Game Studio,2017,United Kingdom,Indie,0.468,8,Emerging
2407,Phoenix Games B.V.,2001,Japan,Mobile,0.322,24,Established
2408,Phoenix Games Studios,2003,Japan,Mobile,0.691,22,Established
2409,Phoenix Online Studios,2010,Japan,Mid-tier,0.662,15,Established
2410,Phoenix Online Studios LLC,2007,Japan,Indie,0.503,18,Established
2411,Phosphor,2006,China,Mobile,0.578,19,Established
2412,Pi Studios,2012,Finland,Indie,0.682,13,Emerging
2413,Piccolo Studio,2017,Sweden,Indie,0.493,8,Emerging
2414,Picmatic,1991,Finland,Indie,0.817,34,Veteran
2415,PigeonDev,2003,Sweden,Indie,0.792,22,Established
2416,Pillow Castle Games,2017,China,Mobile,0.503,8,Emerging
2417,Pine Studio,2014,Sweden,Indie,0.834,11,Emerging
2418,Pinhead Games,2018,Finland,Mobile,0.668,7,Emerging
2419,Pinkerton Road Studio,2002,Germany,Mid-tier,0.834,23,Established
2420,Pinokl Games,2010,Japan,Mobile,0.669,15,Established
2421,Pioneer LDC,1995,United Kingdom,Indie,0.591,30,Veteran
2422,Pipe Dream Interactive,2005,United Kingdom,AAA,0.871,20,Established
2423,Pipeworks Software,2000,Canada,Indie,0.693,25,Established
2424,Piranha Bytes,1998,Finland,Indie,0.811,27,Established
2425,Piranha Games,1999,South Korea,Mobile,0.797,26,Established
2426,Pitbull Syndicate,1997,United Kingdom,Indie,0.823,28,Established
2427,Pivotal Games,2002,United States,Mobile,0.74,23,Established
2428,Pixar,1997,Sweden,Indie,0.819,28,Established
2429,Pixar Animation Studios,1995,Canada,Indie,0.517,30,Veteran
2430,Pixel Hero Games,2011,United States,Mobile,0.54,14,Emerging
2431,Pixel Reef,2018,United States,Indie,0.351,7,Emerging
2432,Pixel Titans,2016,Sweden,Indie,0.732,9,Emerging
2433,Pixel Toys,2012,United States,Indie,0.775,13,Emerging
2434,PixelArts,2019,United States,Indie,0.805,6,Emerging
2435,PixelFade,2015,United Kingdom,Indie,0.804,10,Emerging
2436,PixelHive,2017,Finland,Indie,0.335,8,Emerging
2437,PixelShard,1993,Japan,AAA,0.719,32,Veteran
2438,Pixelated Milk,2014,Canada,Indie,0.508,11,Emerging
2439,Pixelogic,1997,Finland,Indie,0.775,28,Established
2440,Pixelopus,2011,Sweden,Indie,0.422,14,Emerging
2441,Pixonic,2017,Sweden,Indie,0.471,8,Emerging
2442,Pixpil Studio,2020,Finland,Indie,0.796,5,Emerging
2443,Planet Interactive,1999,Sweden,Indie,0.431,26,Established
2444,Planet Interactive Development,1996,United Kingdom,Indie,0.745,29,Established
2445,Planet Moon Studios,1999,Sweden,Indie,0.582,26,Established
2446,Planetary Annihilation Inc,1995,Canada,Indie,0.685,30,Veteran
2447,Plarium Games,2016,China,Mobile,0.634,9,Emerging
2448,Plastic,2006,Canada,Indie,0.428,19,Established
2449,Plastic Reality Technologies,2001,United States,Indie,0.356,24,Established
2450,PlatinumGames,2006,Japan,Mid-tier,0.789,19,Established
2451,Play It,1978,United States,Legacy,0.879,47,Veteran
2452,Play Mechanix,2007,Canada,Indie,0.477,18,Established
2453,PlayNext,2012,United States,Indie,0.641,13,Emerging
2454,PlayStal Games,2019,China,Mobile,0.824,6,Emerging
2455,Playcrab,2017,Finland,Indie,0.479,8,Emerging
2456,Playdead,2006,Sweden,Indie,0.405,19,Established
2457,Playdom,2008,Sweden,Indie,0.519,17,Established
2458,Player 1,1994,United States,Indie,0.668,31,Veteran
2459,Player First Games,2017,South Korea,Mobile,0.483,8,Emerging
2460,Playfish,2004,United States,Indie,0.399,21,Established
2461,Playful,2016,Sweden,Indie,0.427,9,Emerging
2462,Playful Corporation,2016,Canada,Indie,0.486,9,Emerging
2463,Playgendary,2015,United Kingdom,Indie,0.429,10,Emerging
2464,Playgendary Limited,2018,United Kingdom,Indie,0.562,7,Emerging
2465,Playground Games,2013,China,Mobile,0.61,12,Emerging
2466,Playlogic Entertainment,2004,Finland,Indie,0.349,21,Established
2467,Playmechanix,2015,Sweden,Indie,0.675,10,Emerging
2468,Playmore,1988,Germany,Mid-tier,0.528,37,Veteran
2469,Playrix Entertainment,2003,Finland,Indie,0.718,22,Established
2470,Playsaurus,2009,United Kingdom,Indie,0.714,16,Established
2471,Playtonic,2014,Finland,Indie,0.657,11,Emerging
2472,Plexipixel,2004,Canada,Indie,0.693,21,Established
2473,Pocket Studios,2001,Finland,Indie,0.453,24,Established
2474,Pocket Trap,2016,United Kingdom,Indie,0.46,9,Emerging
2475,Pocketeers,2001,Canada,Indie,0.74,24,Established
2476,Pocketwatch Games,2009,Japan,Mobile,0.588,16,Established
2477,Point of View,1998,United Kingdom,Indie,0.338,27,Established
2478,Poison Games,2016,China,Mobile,0.638,9,Emerging
2479,Poisonclaw64,2001,United States,Indie,0.703,24,Established
2480,Polaris Team,2022,United Kingdom,Indie,0.567,3,Emerging
2481,Polyarc Games,2017,China,Mobile,0.774,8,Emerging
2482,Polygon Magic,1994,Finland,Indie,0.667,31,Veteran
2483,Polyphony Digital,1995,Canada,Indie,0.449,30,Veteran
2484,PomelosDev,2014,United States,Indie,0.617,11,Emerging
2485,Poncle,2017,United States,Indie,0.785,8,Emerging
2486,Pony Canyon,2015,United Kingdom,Indie,0.587,10,Emerging
2487,PopCap Games,2001,Japan,Mobile,0.692,24,Established
2488,PopTop Software,1993,Sweden,Indie,0.497,32,Veteran
2489,Poponchi,2002,Finland,Indie,0.641,23,Established
2490,Positech Games,2009,South Korea,Mobile,0.708,16,Established
2491,Powerhead Games,2004,United States,Mobile,0.41,21,Established
2492,Powerhouse Animation Studios,1993,Canada,Indie,0.492,32,Veteran
2493,Poxpower,2005,United States,Mobile,0.601,20,Established
2494,Premium Agency,2005,United Kingdom,Indie,0.648,20,Established
2495,Presage Software,1995,Canada,Indie,0.425,30,Veteran
2496,Press Play,2009,Sweden,Indie,0.719,16,Established
2497,Presto Studios,1989,Canada,Indie,0.889,36,Veteran
2498,Primary Orbit,2016,United Kingdom,Indie,0.754,9,Emerging
2499,Prism Game Studios Ltd.,2012,United Kingdom,Indie,0.802,13,Emerging
2500,Probe Entertainment,1993,Canada,Indie,0.818,32,Veteran
2501,Probe Software,1989,Sweden,Indie,0.58,36,Veteran
2502,Produce,1991,Finland,Indie,0.467,34,Veteran
2503,Produce!,1992,United States,Indie,0.394,33,Veteran
2504,Production I.G,2005,Sweden,Indie,0.585,20,Established
2505,Professionalnubtub,2018,Canada,Indie,0.651,7,Emerging
2506,Programer Peru,2019,United States,Indie,0.469,6,Emerging
2507,Project Aces,2001,Sweden,Indie,0.735,24,Established
2508,Project Just,2007,Finland,Indie,0.653,18,Established
2509,Project Siren,2003,United Kingdom,Indie,0.444,22,Established
2510,Project Sora,1980,United Kingdom,AAA,0.913,45,Veteran
2511,Project Soul,2001,Finland,Indie,0.596,24,Established
2512,Project Support Engineering,1973,United States,Indie,0.461,52,Veteran
2513,Project Venus,2005,Canada,Indie,0.699,20,Established
2514,Prokion,1996,United States,Indie,0.408,29,Established
2515,Prolific Publishing,1996,United Kingdom,Indie,0.408,29,Established
2516,Propaganda Games,2004,United States,Indie,0.528,21,Established
2517,Prope,2004,Japan,Mid-tier,0.629,21,Established
2518,Protocol Games,2014,China,Mobile,0.522,11,Emerging
2519,Proud Dinosaurs,2018,United Kingdom,Indie,0.3,7,Emerging
2520,Proxima Beta,2012,Sweden,Indie,0.477,13,Emerging
2521,Proximity Games,2017,South Korea,Mobile,0.523,8,Emerging
2522,Proxy Studios,2017,United Kingdom,Indie,0.739,8,Emerging
2523,Pseudo Interactive,1981,France,AAA,0.931,44,Veteran
2524,Psikyo,1991,Finland,Indie,0.81,34,Veteran
2525,Psygnosis,1991,Finland,Indie,0.37,34,Veteran
2526,Psyonix,2004,United States,Indie,0.406,21,Established
2527,Psyop,2017,Sweden,Indie,0.407,8,Emerging
2528,Pterodon,1998,Canada,Indie,0.751,27,Established
2529,PuffballsUnited,2007,Canada,Indie,0.405,18,Established
2530,Pulltop,2014,Canada,Indie,0.819,11,Emerging
2531,Pulsatrix Studios,2019,Canada,Indie,0.758,6,Emerging
2532,Pulse Entertainment,1994,Sweden,Indie,0.816,31,Veteran
2533,Punchline,2005,Canada,Indie,0.426,20,Established
2534,Puppet Combo,2010,Finland,Indie,0.547,15,Established
2535,Puppy Games,2001,United States,Indie,0.765,24,Established
2536,Purple Lamp Studios,2018,Canada,Indie,0.781,7,Emerging
2537,Puuba,2013,Sweden,Indie,0.262,12,Emerging
2538,Pwnee Studios,2012,United Kingdom,Indie,0.528,13,Emerging
2539,Pyramid,2019,Finland,Indie,0.539,6,Emerging
2540,Pyro Studios,1994,Finland,Indie,0.606,31,Veteran
2541,PyroTechnix,2002,Japan,Mid-tier,0.769,23,Established
2542,Q Entertainment,2006,Finland,Indie,0.655,19,Established
2543,Q Studios,2009,Canada,Indie,0.773,16,Established
2544,Q-Games Ltd.,2013,South Korea,Mobile,0.647,12,Emerging
2545,QLOC,2010,Sweden,Indie,0.668,15,Established
2546,QUByte Interactive,2012,Canada,Indie,0.533,13,Emerging
2547,Quantic Dream,1998,United States,Indie,0.711,27,Established
2548,Quarium Inc.,1996,Canada,Indie,0.593,29,Established
2549,Qube Software,2001,Sweden,Indie,0.669,24,Established
2550,Queasy Games,2011,Finland,Indie,0.412,14,Emerging
2551,Quest,2020,Canada,Indie,0.637,5,Emerging
2552,Question,2010,Finland,Indie,0.803,15,Established
2553,Quicklime Games,1996,Canada,Indie,0.578,29,Established
2554,Quicksilver Software,1998,United States,Indie,0.5,27,Established
2555,QuinRose,2011,United States,Indie,0.459,14,Emerging
2556,Quintet,1989,United States,Indie,0.617,36,Veteran
2557,Quirkafleeg,1989,United States,Legacy,0.829,36,Veteran
2558,Quixel,1986,Finland,Indie,0.632,39,Veteran
2559,Qwook,2022,Canada,Indie,0.567,3,Emerging
2560,R.O. Software,1983,Sweden,Indie,0.324,42,Veteran
2561,RAC7 Games,2010,United States,Mobile,0.633,15,Established
2562,RAD Game Tools Inc.,1998,Finland,Indie,0.832,27,Established
2563,RAWRLAB Games,2021,South Korea,Mobile,0.609,4,Emerging
2564,REL Games,2004,South Korea,Mobile,0.695,21,Established
2565,RFX Interactive,1998,United States,Indie,0.388,27,Established
2566,RLR Training Inc,2016,Sweden,Indie,0.416,9,Emerging
2567,ROBI Studios,2016,Sweden,Indie,0.563,9,Emerging
2568,Racdym,1998,Finland,Indie,0.618,27,Established
2569,Racjin,2000,Canada,Indie,0.761,25,Established
2570,Radian-Helix Media,2016,Finland,Indie,0.762,9,Emerging
2571,Radical Entertainment,1992,Germany,Mid-tier,0.666,33,Veteran
2572,Radical Fish Games,2014,China,Mobile,0.769,11,Emerging
2573,Radon Labs,2001,United States,Indie,0.796,24,Established
2574,Rage Games Ltd.,1994,South Korea,Mobile,0.552,31,Veteran
2575,Rage Software,1989,Finland,Indie,0.512,36,Veteran
2576,RageSquid,2015,Canada,Indie,0.345,10,Emerging
2577,Ragequit Corporation,2013,Canada,Indie,0.773,12,Emerging
2578,Ragged Games,2020,China,Mobile,0.599,5,Emerging
2579,RailSimulator.com Ltd,2009,Sweden,Indie,0.39,16,Established
2580,Rain Games,2019,Canada,Indie,0.477,6,Emerging
2581,Rainbow Arts,1983,Sweden,Indie,0.531,42,Veteran
2582,Rainbow Studios,1999,United Kingdom,Indie,0.838,26,Established
2583,Raising Hell,1989,Finland,Indie,0.883,36,Veteran
2584,Raizing,1992,United States,Indie,0.721,33,Veteran
2585,RamTeK,1973,Canada,Indie,0.508,52,Veteran
2586,Random Games Inc.,1995,United States,Mobile,0.721,30,Veteran
2587,RandomSpin-Games,2016,China,Mobile,0.475,9,Emerging
2588,Rapid Eye Entertainment,2000,Canada,Indie,0.581,25,Established
2589,Rare,1983,United Kingdom,Indie,0.7,42,Veteran
2590,Raster Productions,2010,United States,Mid-tier,0.635,15,Established
2591,Rati Wattanakornprasit,2016,United Kingdom,Indie,0.772,9,Emerging
2592,Ratloop Asia,2007,Finland,Indie,0.529,18,Established
2593,Rauser Advertainment GmbH,1994,United Kingdom,Indie,0.638,31,Veteran
2594,Raven Software,1989,United States,Indie,0.489,36,Veteran
2595,Ravn Studio,2017,Canada,Indie,0.643,8,Emerging
2596,Raw Thrills,2013,United Kingdom,Indie,0.6,12,Emerging
2597,Rayark Inc.,2011,Finland,Indie,0.437,14,Emerging
2598,Raylight Studios,1995,United States,Mid-tier,0.63,30,Veteran
2599,Rayll Studios,2018,Finland,Indie,0.793,7,Emerging
2600,Razorback Developments,2006,South Korea,Mobile,0.464,19,Established
2601,Razorworks Studios,2004,Finland,Indie,0.606,21,Established
2602,Re-Logic,2008,United Kingdom,Indie,0.503,17,Established
2603,Reactor Zero,1999,Finland,Indie,0.726,26,Established
2604,Ready At Dawn,2012,Finland,Indie,0.825,13,Emerging
2605,ReadySoft,1988,Finland,Indie,0.629,37,Veteran
2606,Realism,2001,Sweden,Indie,0.352,24,Established
2607,Reality Pump,2009,Canada,Indie,0.49,16,Established
2608,Reality Pump Studios,2009,United Kingdom,Indie,0.205,16,Established
2609,RealityArts Studio,2016,Canada,Indie,0.508,9,Emerging
2610,Realmforge Studios,2006,Sweden,Indie,0.817,19,Established
2611,Realtime Associates,1991,Finland,Indie,0.376,34,Veteran
2612,Realtime Associates Seattle Division,1989,Sweden,Indie,0.361,36,Veteran
2613,Realtime Worlds,2004,Canada,Indie,0.52,21,Established
2614,Rebellion Developments,1999,United Kingdom,Indie,0.59,26,Established
2615,Reboot,2009,Sweden,Indie,0.81,16,Established
2616,Reclamation Games,2019,United States,Mobile,0.61,6,Emerging
2617,Recoil Games,2006,Japan,Mobile,0.576,19,Established
2618,Red Barrels,2008,United States,Indie,0.431,17,Established
2619,Red Company,1995,United States,Indie,0.804,30,Veteran
2620,Red Entertainment,2000,Sweden,Indie,0.465,25,Established
